iso,vaccine,date,total_vaccinations
OWID_EUN,Johnson&Johnson,8/5/2021,11595978
OWID_EUN,Moderna,8/5/2021,45372093
OWID_EUN,Novavax,8/5/2021,188
OWID_EUN,Oxford/AstraZeneca,8/5/2021,65968761
OWID_EUN,Pfizer/BioNTech,8/5/2021,343590345
OWID_EUN,Sanofi/GSK,8/5/2021,2
OWID_EUN,Sinopharm/Beijing,8/5/2021,2072882
OWID_EUN,Sinovac,8/5/2021,6073
OWID_EUN,Sputnik V,8/5/2021,1829423
OWID_EUN,Valneva,8/5/2021,0
OWID_EUN,Covaxin,8/6/2021,100
OWID_EUN,Johnson&Johnson,8/6/2021,12007658
OWID_EUN,Moderna,8/6/2021,46480816
OWID_EUN,Novavax,8/6/2021,195
OWID_EUN,Oxford/AstraZeneca,8/6/2021,66221308
OWID_EUN,Pfizer/BioNTech,8/6/2021,350173724
OWID_EUN,Sanofi/GSK,8/6/2021,2
OWID_EUN,Sinopharm/Beijing,8/6/2021,2077659
OWID_EUN,Sinovac,8/6/2021,6476
OWID_EUN,Sputnik V,8/6/2021,1831670
OWID_EUN,Valneva,8/6/2021,0
OWID_EUN,Covaxin,8/7/2021,100
OWID_EUN,Johnson&Johnson,8/7/2021,12035309
OWID_EUN,Moderna,8/7/2021,46625345
OWID_EUN,Novavax,8/7/2021,196
OWID_EUN,Oxford/AstraZeneca,8/7/2021,66251593
OWID_EUN,Pfizer/BioNTech,8/7/2021,350926942
OWID_EUN,Sanofi/GSK,8/7/2021,2
OWID_EUN,Sinopharm/Beijing,8/7/2021,2077660
OWID_EUN,Sinovac,8/7/2021,6476
OWID_EUN,Sputnik V,8/7/2021,1831670
OWID_EUN,Valneva,8/7/2021,0
OWID_EUN,Covaxin,8/8/2021,100
OWID_EUN,Johnson&Johnson,8/8/2021,12045641
OWID_EUN,Moderna,8/8/2021,46713548
OWID_EUN,Novavax,8/8/2021,196
OWID_EUN,Oxford/AstraZeneca,8/8/2021,66269801
OWID_EUN,Pfizer/BioNTech,8/8/2021,351343969
OWID_EUN,Sanofi/GSK,8/8/2021,2
OWID_EUN,Sinopharm/Beijing,8/8/2021,2077660
OWID_EUN,Sinovac,8/8/2021,6477
OWID_EUN,Sputnik V,8/8/2021,1831670
OWID_EUN,Valneva,8/8/2021,0
OWID_EUN,Covaxin,8/9/2021,100
OWID_EUN,Johnson&Johnson,8/9/2021,12069814
OWID_EUN,Moderna,8/9/2021,46894013
OWID_EUN,Novavax,8/9/2021,197
OWID_EUN,Oxford/AstraZeneca,8/9/2021,66301087
OWID_EUN,Pfizer/BioNTech,8/9/2021,352394844
OWID_EUN,Sanofi/GSK,8/9/2021,2
OWID_EUN,Sinopharm/Beijing,8/9/2021,2077660
OWID_EUN,Sinovac,8/9/2021,6478
OWID_EUN,Sputnik V,8/9/2021,1831670
OWID_EUN,Valneva,8/9/2021,0
OWID_EUN,Covaxin,8/10/2021,100
OWID_EUN,Johnson&Johnson,8/10/2021,12098069
OWID_EUN,Moderna,8/10/2021,47102497
OWID_EUN,Novavax,8/10/2021,197
OWID_EUN,Oxford/AstraZeneca,8/10/2021,66335322
OWID_EUN,Pfizer/BioNTech,8/10/2021,353620676
OWID_EUN,Sanofi/GSK,8/10/2021,2
OWID_EUN,Sinopharm/Beijing,8/10/2021,2077660
OWID_EUN,Sinovac,8/10/2021,6483
OWID_EUN,Sputnik V,8/10/2021,1831670
OWID_EUN,Valneva,8/10/2021,0
OWID_EUN,Covaxin,8/11/2021,100
OWID_EUN,Johnson&Johnson,8/11/2021,12135603
OWID_EUN,Moderna,8/11/2021,47289658
OWID_EUN,Novavax,8/11/2021,197
OWID_EUN,Oxford/AstraZeneca,8/11/2021,66368101
OWID_EUN,Pfizer/BioNTech,8/11/2021,354915356
OWID_EUN,Sanofi/GSK,8/11/2021,2
OWID_EUN,Sinopharm/Beijing,8/11/2021,2077662
OWID_EUN,Sinovac,8/11/2021,6484
OWID_EUN,Sputnik V,8/11/2021,1831670
OWID_EUN,Valneva,8/11/2021,0
OWID_EUN,Covaxin,8/12/2021,100
OWID_EUN,Johnson&Johnson,8/12/2021,12176752
OWID_EUN,Moderna,8/12/2021,47471151
OWID_EUN,Novavax,8/12/2021,197
OWID_EUN,Oxford/AstraZeneca,8/12/2021,66394458
OWID_EUN,Pfizer/BioNTech,8/12/2021,356109531
OWID_EUN,Sanofi/GSK,8/12/2021,2
OWID_EUN,Sinopharm/Beijing,8/12/2021,2077662
OWID_EUN,Sinovac,8/12/2021,6484
OWID_EUN,Sputnik V,8/12/2021,1831670
OWID_EUN,Valneva,8/12/2021,0
OWID_EUN,Covaxin,8/13/2021,110
OWID_EUN,Johnson&Johnson,8/13/2021,12586352
OWID_EUN,Moderna,8/13/2021,48657125
OWID_EUN,Novavax,8/13/2021,204
OWID_EUN,Oxford/AstraZeneca,8/13/2021,66600902
OWID_EUN,Pfizer/BioNTech,8/13/2021,361916495
OWID_EUN,Sanofi/GSK,8/13/2021,2
OWID_EUN,Sinopharm/Beijing,8/13/2021,2083773
OWID_EUN,Sinovac,8/13/2021,6851
OWID_EUN,Sputnik V,8/13/2021,1834257
OWID_EUN,Valneva,8/13/2021,0
OWID_EUN,Covaxin,8/14/2021,111
OWID_EUN,Johnson&Johnson,8/14/2021,12612439
OWID_EUN,Moderna,8/14/2021,48762271
OWID_EUN,Novavax,8/14/2021,204
OWID_EUN,Oxford/AstraZeneca,8/14/2021,66608700
OWID_EUN,Pfizer/BioNTech,8/14/2021,362471402
OWID_EUN,Sanofi/GSK,8/14/2021,2
OWID_EUN,Sinopharm/Beijing,8/14/2021,2083773
OWID_EUN,Sinovac,8/14/2021,6851
OWID_EUN,Sputnik V,8/14/2021,1834257
OWID_EUN,Valneva,8/14/2021,0
OWID_EUN,Covaxin,8/15/2021,111
OWID_EUN,Johnson&Johnson,8/15/2021,12623488
OWID_EUN,Moderna,8/15/2021,48802024
OWID_EUN,Novavax,8/15/2021,204
OWID_EUN,Oxford/AstraZeneca,8/15/2021,66611774
OWID_EUN,Pfizer/BioNTech,8/15/2021,362691487
OWID_EUN,Sanofi/GSK,8/15/2021,2
OWID_EUN,Sinopharm/Beijing,8/15/2021,2083773
OWID_EUN,Sinovac,8/15/2021,6851
OWID_EUN,Sputnik V,8/15/2021,1834257
OWID_EUN,Valneva,8/15/2021,0
OWID_EUN,Covaxin,8/16/2021,111
OWID_EUN,Johnson&Johnson,8/16/2021,12651457
OWID_EUN,Moderna,8/16/2021,48936496
OWID_EUN,Novavax,8/16/2021,204
OWID_EUN,Oxford/AstraZeneca,8/16/2021,66626973
OWID_EUN,Pfizer/BioNTech,8/16/2021,363578084
OWID_EUN,Sanofi/GSK,8/16/2021,2
OWID_EUN,Sinopharm/Beijing,8/16/2021,2083773
OWID_EUN,Sinovac,8/16/2021,6853
OWID_EUN,Sputnik V,8/16/2021,1834257
OWID_EUN,Valneva,8/16/2021,0
OWID_EUN,Covaxin,8/17/2021,111
OWID_EUN,Johnson&Johnson,8/17/2021,12685625
OWID_EUN,Moderna,8/17/2021,49104524
OWID_EUN,Novavax,8/17/2021,204
OWID_EUN,Oxford/AstraZeneca,8/17/2021,66650368
OWID_EUN,Pfizer/BioNTech,8/17/2021,364608487
OWID_EUN,Sanofi/GSK,8/17/2021,2
OWID_EUN,Sinopharm/Beijing,8/17/2021,2083773
OWID_EUN,Sinovac,8/17/2021,6853
OWID_EUN,Sputnik V,8/17/2021,1834257
OWID_EUN,Valneva,8/17/2021,0
OWID_EUN,Covaxin,8/18/2021,111
OWID_EUN,Johnson&Johnson,8/18/2021,12723684
OWID_EUN,Moderna,8/18/2021,49259603
OWID_EUN,Novavax,8/18/2021,205
OWID_EUN,Oxford/AstraZeneca,8/18/2021,66671252
OWID_EUN,Pfizer/BioNTech,8/18/2021,365703529
OWID_EUN,Sanofi/GSK,8/18/2021,2
OWID_EUN,Sinopharm/Beijing,8/18/2021,2083773
OWID_EUN,Sinovac,8/18/2021,6855
OWID_EUN,Sputnik V,8/18/2021,1834257
OWID_EUN,Valneva,8/18/2021,0
OWID_EUN,Covaxin,8/19/2021,111
OWID_EUN,Johnson&Johnson,8/19/2021,12762335
OWID_EUN,Moderna,8/19/2021,49427135
OWID_EUN,Novavax,8/19/2021,205
OWID_EUN,Oxford/AstraZeneca,8/19/2021,66691537
OWID_EUN,Pfizer/BioNTech,8/19/2021,366681030
OWID_EUN,Sanofi/GSK,8/19/2021,2
OWID_EUN,Sinopharm/Beijing,8/19/2021,2083773
OWID_EUN,Sinovac,8/19/2021,6859
OWID_EUN,Sputnik V,8/19/2021,1834257
OWID_EUN,Valneva,8/19/2021,0
OWID_EUN,Covaxin,8/20/2021,117
OWID_EUN,Johnson&Johnson,8/20/2021,13097202
OWID_EUN,Moderna,8/20/2021,50491549
OWID_EUN,Novavax,8/20/2021,216
OWID_EUN,Oxford/AstraZeneca,8/20/2021,66759152
OWID_EUN,Pfizer/BioNTech,8/20/2021,371570735
OWID_EUN,Sanofi/GSK,8/20/2021,2
OWID_EUN,Sinopharm/Beijing,8/20/2021,2088960
OWID_EUN,Sinovac,8/20/2021,7341
OWID_EUN,Sputnik V,8/20/2021,1836474
OWID_EUN,Valneva,8/20/2021,0
OWID_EUN,Covaxin,8/21/2021,117
OWID_EUN,Johnson&Johnson,8/21/2021,13119969
OWID_EUN,Moderna,8/21/2021,50599453
OWID_EUN,Novavax,8/21/2021,220
OWID_EUN,Oxford/AstraZeneca,8/21/2021,66768824
OWID_EUN,Pfizer/BioNTech,8/21/2021,372112224
OWID_EUN,Sanofi/GSK,8/21/2021,2
OWID_EUN,Sinopharm/Beijing,8/21/2021,2088960
OWID_EUN,Sinovac,8/21/2021,7341
OWID_EUN,Sputnik V,8/21/2021,1836474
OWID_EUN,Valneva,8/21/2021,0
OWID_EUN,Covaxin,8/22/2021,117
OWID_EUN,Johnson&Johnson,8/22/2021,13130690
OWID_EUN,Moderna,8/22/2021,50652246
OWID_EUN,Novavax,8/22/2021,221
OWID_EUN,Oxford/AstraZeneca,8/22/2021,66776015
OWID_EUN,Pfizer/BioNTech,8/22/2021,372385602
OWID_EUN,Sanofi/GSK,8/22/2021,2
OWID_EUN,Sinopharm/Beijing,8/22/2021,2088961
OWID_EUN,Sinovac,8/22/2021,7341
OWID_EUN,Sputnik V,8/22/2021,1836474
OWID_EUN,Valneva,8/22/2021,0
OWID_EUN,Covaxin,8/23/2021,117
OWID_EUN,Johnson&Johnson,8/23/2021,13159645
OWID_EUN,Moderna,8/23/2021,50816757
OWID_EUN,Novavax,8/23/2021,222
OWID_EUN,Oxford/AstraZeneca,8/23/2021,66792283
OWID_EUN,Pfizer/BioNTech,8/23/2021,373275203
OWID_EUN,Sanofi/GSK,8/23/2021,2
OWID_EUN,Sinopharm/Beijing,8/23/2021,2088961
OWID_EUN,Sinovac,8/23/2021,7342
OWID_EUN,Sputnik V,8/23/2021,1836474
OWID_EUN,Valneva,8/23/2021,0
OWID_EUN,Covaxin,8/24/2021,117
OWID_EUN,Johnson&Johnson,8/24/2021,13192244
OWID_EUN,Moderna,8/24/2021,50999010
OWID_EUN,Novavax,8/24/2021,222
OWID_EUN,Oxford/AstraZeneca,8/24/2021,66803768
OWID_EUN,Pfizer/BioNTech,8/24/2021,374252242
OWID_EUN,Sanofi/GSK,8/24/2021,2
OWID_EUN,Sinopharm/Beijing,8/24/2021,2088962
OWID_EUN,Sinovac,8/24/2021,7342
OWID_EUN,Sputnik V,8/24/2021,1836474
OWID_EUN,Valneva,8/24/2021,0
OWID_EUN,Covaxin,8/25/2021,117
OWID_EUN,Johnson&Johnson,8/25/2021,13226910
OWID_EUN,Moderna,8/25/2021,51163568
OWID_EUN,Novavax,8/25/2021,222
OWID_EUN,Oxford/AstraZeneca,8/25/2021,66813987
OWID_EUN,Pfizer/BioNTech,8/25/2021,375261022
OWID_EUN,Sanofi/GSK,8/25/2021,2
OWID_EUN,Sinopharm/Beijing,8/25/2021,2088962
OWID_EUN,Sinovac,8/25/2021,7343
OWID_EUN,Sputnik V,8/25/2021,1836474
OWID_EUN,Valneva,8/25/2021,0
OWID_EUN,Covaxin,8/26/2021,117
OWID_EUN,Johnson&Johnson,8/26/2021,13261013
OWID_EUN,Moderna,8/26/2021,51337653
OWID_EUN,Novavax,8/26/2021,222
OWID_EUN,Oxford/AstraZeneca,8/26/2021,66823330
OWID_EUN,Pfizer/BioNTech,8/26/2021,376177582
OWID_EUN,Sanofi/GSK,8/26/2021,2
OWID_EUN,Sinopharm/Beijing,8/26/2021,2088962
OWID_EUN,Sinovac,8/26/2021,7344
OWID_EUN,Sputnik V,8/26/2021,1836474
OWID_EUN,Valneva,8/26/2021,0
OWID_EUN,Covaxin,8/27/2021,120
OWID_EUN,Johnson&Johnson,8/27/2021,13515695
OWID_EUN,Moderna,8/27/2021,52321577
OWID_EUN,Novavax,8/27/2021,232
OWID_EUN,Oxford/AstraZeneca,8/27/2021,66870976
OWID_EUN,Pfizer/BioNTech,8/27/2021,380525623
OWID_EUN,Sanofi/GSK,8/27/2021,2
OWID_EUN,Sinopharm/Beijing,8/27/2021,2096681
OWID_EUN,Sinovac,8/27/2021,7732
OWID_EUN,Sputnik V,8/27/2021,1838159
OWID_EUN,Valneva,8/27/2021,0
OWID_EUN,Covaxin,8/28/2021,120
OWID_EUN,Johnson&Johnson,8/28/2021,13537966
OWID_EUN,Moderna,8/28/2021,52445782
OWID_EUN,Novavax,8/28/2021,233
OWID_EUN,Oxford/AstraZeneca,8/28/2021,66874115
OWID_EUN,Pfizer/BioNTech,8/28/2021,381105180
OWID_EUN,Sanofi/GSK,8/28/2021,2
OWID_EUN,Sinopharm/Beijing,8/28/2021,2096682
OWID_EUN,Sinovac,8/28/2021,7733
OWID_EUN,Sputnik V,8/28/2021,1838159
OWID_EUN,Valneva,8/28/2021,0
OWID_EUN,Covaxin,8/29/2021,120
OWID_EUN,Johnson&Johnson,8/29/2021,13548351
OWID_EUN,Moderna,8/29/2021,52499497
OWID_EUN,Novavax,8/29/2021,234
OWID_EUN,Oxford/AstraZeneca,8/29/2021,66875940
OWID_EUN,Pfizer/BioNTech,8/29/2021,381407719
OWID_EUN,Sanofi/GSK,8/29/2021,2
OWID_EUN,Sinopharm/Beijing,8/29/2021,2096683
OWID_EUN,Sinovac,8/29/2021,7734
OWID_EUN,Sputnik V,8/29/2021,1838159
OWID_EUN,Valneva,8/29/2021,0
OWID_EUN,Covaxin,8/30/2021,120
OWID_EUN,Johnson&Johnson,8/30/2021,13572869
OWID_EUN,Moderna,8/30/2021,52659777
OWID_EUN,Novavax,8/30/2021,235
OWID_EUN,Oxford/AstraZeneca,8/30/2021,66881968
OWID_EUN,Pfizer/BioNTech,8/30/2021,382247905
OWID_EUN,Sanofi/GSK,8/30/2021,2
OWID_EUN,Sinopharm/Beijing,8/30/2021,2096683
OWID_EUN,Sinovac,8/30/2021,7734
OWID_EUN,Sputnik V,8/30/2021,1838159
OWID_EUN,Valneva,8/30/2021,0
OWID_EUN,Covaxin,8/31/2021,120
OWID_EUN,Johnson&Johnson,8/31/2021,13600876
OWID_EUN,Moderna,8/31/2021,52843812
OWID_EUN,Novavax,8/31/2021,235
OWID_EUN,Oxford/AstraZeneca,8/31/2021,66888234
OWID_EUN,Pfizer/BioNTech,8/31/2021,383144048
OWID_EUN,Sanofi/GSK,8/31/2021,2
OWID_EUN,Sinopharm/Beijing,8/31/2021,2096683
OWID_EUN,Sinovac,8/31/2021,7738
OWID_EUN,Sputnik V,8/31/2021,1838159
OWID_EUN,Valneva,8/31/2021,0
OWID_EUN,Covaxin,9/1/2021,120
OWID_EUN,Johnson&Johnson,9/1/2021,13627061
OWID_EUN,Moderna,9/1/2021,53012742
OWID_EUN,Novavax,9/1/2021,235
OWID_EUN,Oxford/AstraZeneca,9/1/2021,66894193
OWID_EUN,Pfizer/BioNTech,9/1/2021,384063575
OWID_EUN,Sanofi/GSK,9/1/2021,2
OWID_EUN,Sinopharm/Beijing,9/1/2021,2096683
OWID_EUN,Sinovac,9/1/2021,7740
OWID_EUN,Sputnik V,9/1/2021,1838159
OWID_EUN,Valneva,9/1/2021,0
OWID_EUN,Covaxin,9/2/2021,120
OWID_EUN,Johnson&Johnson,9/2/2021,13654333
OWID_EUN,Moderna,9/2/2021,53185090
OWID_EUN,Novavax,9/2/2021,235
OWID_EUN,Oxford/AstraZeneca,9/2/2021,66899092
OWID_EUN,Pfizer/BioNTech,9/2/2021,384859860
OWID_EUN,Sanofi/GSK,9/2/2021,2
OWID_EUN,Sinopharm/Beijing,9/2/2021,2096683
OWID_EUN,Sinovac,9/2/2021,7741
OWID_EUN,Sputnik V,9/2/2021,1838159
OWID_EUN,Valneva,9/2/2021,0
OWID_EUN,Covaxin,9/3/2021,123
OWID_EUN,Johnson&Johnson,9/3/2021,13836201
OWID_EUN,Moderna,9/3/2021,54021391
OWID_EUN,Novavax,9/3/2021,241
OWID_EUN,Oxford/AstraZeneca,9/3/2021,66932271
OWID_EUN,Pfizer/BioNTech,9/3/2021,388724737
OWID_EUN,Sanofi/GSK,9/3/2021,2
OWID_EUN,Sinopharm/Beijing,9/3/2021,2104142
OWID_EUN,Sinovac,9/3/2021,8111
OWID_EUN,Sputnik V,9/3/2021,1839633
OWID_EUN,Valneva,9/3/2021,0
OWID_EUN,Covaxin,9/4/2021,123
OWID_EUN,Johnson&Johnson,9/4/2021,13851669
OWID_EUN,Moderna,9/4/2021,54140927
OWID_EUN,Novavax,9/4/2021,241
OWID_EUN,Oxford/AstraZeneca,9/4/2021,66934286
OWID_EUN,Pfizer/BioNTech,9/4/2021,389251038
OWID_EUN,Sanofi/GSK,9/4/2021,2
OWID_EUN,Sinopharm/Beijing,9/4/2021,2104142
OWID_EUN,Sinovac,9/4/2021,8111
OWID_EUN,Sputnik V,9/4/2021,1839633
OWID_EUN,Valneva,9/4/2021,0
OWID_EUN,Covaxin,9/5/2021,123
OWID_EUN,Johnson&Johnson,9/5/2021,13859655
OWID_EUN,Moderna,9/5/2021,54202203
OWID_EUN,Novavax,9/5/2021,241
OWID_EUN,Oxford/AstraZeneca,9/5/2021,66935065
OWID_EUN,Pfizer/BioNTech,9/5/2021,389464324
OWID_EUN,Sanofi/GSK,9/5/2021,2
OWID_EUN,Sinopharm/Beijing,9/5/2021,2104142
OWID_EUN,Sinovac,9/5/2021,8112
OWID_EUN,Sputnik V,9/5/2021,1839633
OWID_EUN,Valneva,9/5/2021,0
OWID_EUN,Covaxin,9/6/2021,123
OWID_EUN,Johnson&Johnson,9/6/2021,13877249
OWID_EUN,Moderna,9/6/2021,54343880
OWID_EUN,Novavax,9/6/2021,242
OWID_EUN,Oxford/AstraZeneca,9/6/2021,66937884
OWID_EUN,Pfizer/BioNTech,9/6/2021,390064081
OWID_EUN,Sanofi/GSK,9/6/2021,2
OWID_EUN,Sinopharm/Beijing,9/6/2021,2104142
OWID_EUN,Sinovac,9/6/2021,8113
OWID_EUN,Sputnik V,9/6/2021,1839633
OWID_EUN,Valneva,9/6/2021,0
OWID_EUN,Covaxin,9/7/2021,123
OWID_EUN,Johnson&Johnson,9/7/2021,13897807
OWID_EUN,Moderna,9/7/2021,54508397
OWID_EUN,Novavax,9/7/2021,242
OWID_EUN,Oxford/AstraZeneca,9/7/2021,66940983
OWID_EUN,Pfizer/BioNTech,9/7/2021,390729146
OWID_EUN,Sanofi/GSK,9/7/2021,2
OWID_EUN,Sinopharm/Beijing,9/7/2021,2104142
OWID_EUN,Sinovac,9/7/2021,8116
OWID_EUN,Sputnik V,9/7/2021,1839633
OWID_EUN,Valneva,9/7/2021,0
OWID_EUN,Covaxin,9/8/2021,123
OWID_EUN,Johnson&Johnson,9/8/2021,13919279
OWID_EUN,Moderna,9/8/2021,54656689
OWID_EUN,Novavax,9/8/2021,242
OWID_EUN,Oxford/AstraZeneca,9/8/2021,66944218
OWID_EUN,Pfizer/BioNTech,9/8/2021,391470248
OWID_EUN,Sanofi/GSK,9/8/2021,2
OWID_EUN,Sinopharm/Beijing,9/8/2021,2104142
OWID_EUN,Sinovac,9/8/2021,8121
OWID_EUN,Sputnik V,9/8/2021,1839633
OWID_EUN,Valneva,9/8/2021,0
OWID_EUN,Covaxin,9/9/2021,123
OWID_EUN,Johnson&Johnson,9/9/2021,13942186
OWID_EUN,Moderna,9/9/2021,54815206
OWID_EUN,Novavax,9/9/2021,242
OWID_EUN,Oxford/AstraZeneca,9/9/2021,66947008
OWID_EUN,Pfizer/BioNTech,9/9/2021,392140104
OWID_EUN,Sanofi/GSK,9/9/2021,2
OWID_EUN,Sinopharm/Beijing,9/9/2021,2104142
OWID_EUN,Sinovac,9/9/2021,8124
OWID_EUN,Sputnik V,9/9/2021,1839633
OWID_EUN,Valneva,9/9/2021,0
OWID_EUN,Covaxin,9/10/2021,125
OWID_EUN,Johnson&Johnson,9/10/2021,14090769
OWID_EUN,Moderna,9/10/2021,55386478
OWID_EUN,Novavax,9/10/2021,249
OWID_EUN,Oxford/AstraZeneca,9/10/2021,66968871
OWID_EUN,Pfizer/BioNTech,9/10/2021,395171300
OWID_EUN,Sanofi/GSK,9/10/2021,2
OWID_EUN,Sinopharm/Beijing,9/10/2021,2110497
OWID_EUN,Sinovac,9/10/2021,8399
OWID_EUN,Sputnik V,9/10/2021,1840919
OWID_EUN,Valneva,9/10/2021,0
OWID_EUN,Covaxin,9/11/2021,125
OWID_EUN,Johnson&Johnson,9/11/2021,14106529
OWID_EUN,Moderna,9/11/2021,55479681
OWID_EUN,Novavax,9/11/2021,249
OWID_EUN,Oxford/AstraZeneca,9/11/2021,66969964
OWID_EUN,Pfizer/BioNTech,9/11/2021,395637910
OWID_EUN,Sanofi/GSK,9/11/2021,2
OWID_EUN,Sinopharm/Beijing,9/11/2021,2110498
OWID_EUN,Sinovac,9/11/2021,8399
OWID_EUN,Sputnik V,9/11/2021,1840919
OWID_EUN,Valneva,9/11/2021,0
OWID_EUN,Covaxin,9/12/2021,125
OWID_EUN,Johnson&Johnson,9/12/2021,14114571
OWID_EUN,Moderna,9/12/2021,55515914
OWID_EUN,Novavax,9/12/2021,249
OWID_EUN,Oxford/AstraZeneca,9/12/2021,66970456
OWID_EUN,Pfizer/BioNTech,9/12/2021,395842910
OWID_EUN,Sanofi/GSK,9/12/2021,2
OWID_EUN,Sinopharm/Beijing,9/12/2021,2110498
OWID_EUN,Sinovac,9/12/2021,8399
OWID_EUN,Sputnik V,9/12/2021,1840919
OWID_EUN,Valneva,9/12/2021,0
OWID_EUN,Covaxin,9/13/2021,125
OWID_EUN,Johnson&Johnson,9/13/2021,14133781
OWID_EUN,Moderna,9/13/2021,55618995
OWID_EUN,Novavax,9/13/2021,249
OWID_EUN,Oxford/AstraZeneca,9/13/2021,66972765
OWID_EUN,Pfizer/BioNTech,9/13/2021,396395119
OWID_EUN,Sanofi/GSK,9/13/2021,2
OWID_EUN,Sinopharm/Beijing,9/13/2021,2110499
OWID_EUN,Sinovac,9/13/2021,8400
OWID_EUN,Sputnik V,9/13/2021,1840919
OWID_EUN,Valneva,9/13/2021,0
OWID_EUN,Covaxin,9/14/2021,125
OWID_EUN,Johnson&Johnson,9/14/2021,14156048
OWID_EUN,Moderna,9/14/2021,55740113
OWID_EUN,Novavax,9/14/2021,249
OWID_EUN,Oxford/AstraZeneca,9/14/2021,66975525
OWID_EUN,Pfizer/BioNTech,9/14/2021,397041502
OWID_EUN,Sanofi/GSK,9/14/2021,2
OWID_EUN,Sinopharm/Beijing,9/14/2021,2110499
OWID_EUN,Sinovac,9/14/2021,8402
OWID_EUN,Sputnik V,9/14/2021,1840919
OWID_EUN,Valneva,9/14/2021,0
OWID_EUN,Covaxin,9/15/2021,125
OWID_EUN,Johnson&Johnson,9/15/2021,14179474
OWID_EUN,Moderna,9/15/2021,55848033
OWID_EUN,Novavax,9/15/2021,249
OWID_EUN,Oxford/AstraZeneca,9/15/2021,66977807
OWID_EUN,Pfizer/BioNTech,9/15/2021,397773179
OWID_EUN,Sanofi/GSK,9/15/2021,2
OWID_EUN,Sinopharm/Beijing,9/15/2021,2110499
OWID_EUN,Sinovac,9/15/2021,8402
OWID_EUN,Sputnik V,9/15/2021,1840919
OWID_EUN,Valneva,9/15/2021,0
OWID_EUN,Covaxin,9/16/2021,125
OWID_EUN,Johnson&Johnson,9/16/2021,14204676
OWID_EUN,Moderna,9/16/2021,55959049
OWID_EUN,Novavax,9/16/2021,249
OWID_EUN,Oxford/AstraZeneca,9/16/2021,66980508
OWID_EUN,Pfizer/BioNTech,9/16/2021,398409501
OWID_EUN,Sanofi/GSK,9/16/2021,2
OWID_EUN,Sinopharm/Beijing,9/16/2021,2110499
OWID_EUN,Sinovac,9/16/2021,8403
OWID_EUN,Sputnik V,9/16/2021,1840919
OWID_EUN,Valneva,9/16/2021,0
OWID_EUN,Covaxin,9/17/2021,127
OWID_EUN,Johnson&Johnson,9/17/2021,14365542
OWID_EUN,Moderna,9/17/2021,56469012
OWID_EUN,Novavax,9/17/2021,253
OWID_EUN,Oxford/AstraZeneca,9/17/2021,66999177
OWID_EUN,Pfizer/BioNTech,9/17/2021,400928189
OWID_EUN,Sanofi/GSK,9/17/2021,2
OWID_EUN,Sinopharm/Beijing,9/17/2021,2115841
OWID_EUN,Sinovac,9/17/2021,8656
OWID_EUN,Sputnik V,9/17/2021,1841996
OWID_EUN,Valneva,9/17/2021,0
OWID_EUN,Covaxin,9/18/2021,127
OWID_EUN,Johnson&Johnson,9/18/2021,14382333
OWID_EUN,Moderna,9/18/2021,56551095
OWID_EUN,Novavax,9/18/2021,253
OWID_EUN,Oxford/AstraZeneca,9/18/2021,67000164
OWID_EUN,Pfizer/BioNTech,9/18/2021,401368644
OWID_EUN,Sanofi/GSK,9/18/2021,2
OWID_EUN,Sinopharm/Beijing,9/18/2021,2115842
OWID_EUN,Sinovac,9/18/2021,8659
OWID_EUN,Sputnik V,9/18/2021,1841996
OWID_EUN,Valneva,9/18/2021,0
OWID_EUN,Covaxin,9/19/2021,127
OWID_EUN,Johnson&Johnson,9/19/2021,14390854
OWID_EUN,Moderna,9/19/2021,56580848
OWID_EUN,Novavax,9/19/2021,253
OWID_EUN,Oxford/AstraZeneca,9/19/2021,67000650
OWID_EUN,Pfizer/BioNTech,9/19/2021,401568567
OWID_EUN,Sanofi/GSK,9/19/2021,2
OWID_EUN,Sinopharm/Beijing,9/19/2021,2115842
OWID_EUN,Sinovac,9/19/2021,8659
OWID_EUN,Sputnik V,9/19/2021,1841996
OWID_EUN,Valneva,9/19/2021,0
OWID_EUN,Covaxin,9/20/2021,127
OWID_EUN,Johnson&Johnson,9/20/2021,14408730
OWID_EUN,Moderna,9/20/2021,56670583
OWID_EUN,Novavax,9/20/2021,253
OWID_EUN,Oxford/AstraZeneca,9/20/2021,67002806
OWID_EUN,Pfizer/BioNTech,9/20/2021,402101611
OWID_EUN,Sanofi/GSK,9/20/2021,2
OWID_EUN,Sinopharm/Beijing,9/20/2021,2115842
OWID_EUN,Sinovac,9/20/2021,8659
OWID_EUN,Sputnik V,9/20/2021,1841996
OWID_EUN,Valneva,9/20/2021,0
OWID_EUN,Covaxin,9/21/2021,127
OWID_EUN,Johnson&Johnson,9/21/2021,14430307
OWID_EUN,Moderna,9/21/2021,56775894
OWID_EUN,Novavax,9/21/2021,253
OWID_EUN,Oxford/AstraZeneca,9/21/2021,67004622
OWID_EUN,Pfizer/BioNTech,9/21/2021,402733034
OWID_EUN,Sanofi/GSK,9/21/2021,2
OWID_EUN,Sinopharm/Beijing,9/21/2021,2115842
OWID_EUN,Sinovac,9/21/2021,8659
OWID_EUN,Sputnik V,9/21/2021,1841996
OWID_EUN,Valneva,9/21/2021,0
OWID_EUN,Covaxin,9/22/2021,127
