iso,stateName,date,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
USA,Oklahoma,5/2/2021,3775865,1534782,30.2,1195185,38.79,95.42,16413,14194,3587,0.719,,
USA,Oklahoma,5/3/2021,3775865,1536721,30.29,1198516,38.84,95.42,5202,13372,3379,0.721,,
USA,Oklahoma,5/4/2021,3782545,1537843,30.33,1199983,38.86,95.59,2543,12940,3270,0.72,,
USA,Oklahoma,5/5/2021,3788445,1542386,30.56,1209200,38.98,95.74,13279,12426,3140,0.722,,
USA,Oklahoma,5/6/2021,3794655,1547206,30.8,1218612,39.1,95.9,13634,11952,3020,0.725,,
USA,Oklahoma,5/7/2021,3803605,1551885,31,1226729,39.22,96.12,12295,11642,2942,0.726,,
USA,Oklahoma,5/8/2021,3834415,1556613,31.18,1233802,39.34,96.9,11504,10696,2703,0.724,,
USA,Oklahoma,5/9/2021,3834415,1560916,31.39,1242191,39.45,96.9,12354,10116,2557,0.727,,
USA,Oklahoma,5/10/2021,3834415,1563343,31.48,1245782,39.51,96.9,5757,10195,2576,0.728,,
USA,Oklahoma,5/11/2021,3839935,1564846,31.54,1248187,39.55,97.04,3744,10367,2620,0.728,,
USA,Oklahoma,5/12/2021,3843035,1568102,31.68,1253618,39.63,97.12,8338,9661,2442,0.73,,
USA,Oklahoma,5/13/2021,3844535,1571930,31.85,1260212,39.73,97.16,10570,9223,2331,0.732,,
USA,Oklahoma,5/14/2021,3851825,1575654,32.02,1266945,39.82,97.34,10300,8938,2259,0.734,,
USA,Oklahoma,5/15/2021,3860065,1580832,32.2,1273983,39.95,97.55,12171,9033,2283,0.735,,
USA,Oklahoma,5/16/2021,3860065,1586955,32.38,1281073,40.11,97.55,12997,9125,2306,0.738,,
USA,Oklahoma,5/17/2021,3860065,1589343,32.44,1283509,40.17,97.55,4969,9013,2278,0.74,,
USA,Oklahoma,5/18/2021,3862965,1591345,32.47,1284957,40.22,97.62,3405,8964,2265,0.74,,
USA,Oklahoma,5/19/2021,3867475,1595677,32.58,1289116,40.33,97.74,8126,8934,2258,0.741,,
USA,Oklahoma,5/20/2021,3873355,1602200,32.74,1295357,40.49,97.89,12488,9208,2327,0.743,,
USA,Oklahoma,5/21/2021,3879105,1608059,32.88,1300900,40.64,98.03,10891,9292,2348,0.745,,
USA,Oklahoma,5/22/2021,3894555,1615092,33.02,1306759,40.82,98.42,12227,9300,2350,0.745,,
USA,Oklahoma,5/23/2021,3894555,1619959,33.14,1311415,40.94,98.42,9098,8743,2210,0.748,,
USA,Oklahoma,5/24/2021,3894555,1621871,33.18,1313005,40.99,98.42,3382,8517,2152,0.748,,
USA,Oklahoma,5/25/2021,3894955,1623248,33.21,1313936,41.02,98.43,2203,8345,2109,0.749,,
USA,Oklahoma,5/26/2021,3895855,1626968,33.29,1317181,41.12,98.46,6647,8134,2056,0.751,,
USA,Oklahoma,5/27/2021,3900695,1631362,33.39,1321137,41.23,98.58,7931,7483,1891,0.752,,
USA,Oklahoma,5/28/2021,3904205,1635642,33.49,1325348,41.34,98.67,8194,7097,1794,0.753,,
USA,Oklahoma,5/29/2021,3932805,1639203,33.59,1329180,41.43,99.39,7039,6356,1606,0.749,,
USA,Oklahoma,5/30/2021,3932805,1642620,33.7,1333428,41.51,99.39,7392,6113,1545,0.751,,
USA,Oklahoma,5/31/2021,,,,,,,,6094,1540,,,
USA,Oklahoma,6/1/2021,3932805,1646316,33.77,1336335,41.61,99.39,,6245,1578,0.753,,
USA,Oklahoma,6/2/2021,3932805,1647188,33.8,1337309,41.63,99.39,1790,5551,1403,0.753,,
USA,Oklahoma,6/3/2021,3936485,1650098,33.88,1340489,41.7,99.48,5920,5263,1330,0.754,,
USA,Oklahoma,6/4/2021,3940285,1653717,33.97,1344106,41.79,99.58,7001,5093,1287,0.755,,
USA,Oklahoma,6/5/2021,3959365,1655225,34,1345181,41.83,100.06,2486,4443,1123,0.752,,
USA,Oklahoma,6/6/2021,3959365,1659223,34.11,1349708,41.93,100.06,8160,4552,1150,0.754,,
USA,Oklahoma,6/7/2021,3959365,1663357,34.24,1354909,42.04,100.06,9192,5400,1365,0.757,,
USA,Oklahoma,6/8/2021,3959785,1664422,34.28,1356555,42.06,100.07,2552,5300,1339,0.757,,
USA,Oklahoma,6/9/2021,3960955,1666830,34.38,1360433,42.12,100.1,6131,5920,1496,0.758,,
USA,Oklahoma,6/10/2021,3960855,1669918,34.5,1365242,42.2,100.1,7768,6184,1563,0.76,,
USA,Oklahoma,6/11/2021,3963375,1670074,34.51,1365450,42.21,100.16,272,5223,1320,0.76,,
USA,Oklahoma,6/12/2021,3967265,1674803,34.65,1371286,42.33,100.26,10404,6354,1606,0.762,,
USA,Oklahoma,6/13/2021,3967265,1678086,34.77,1375816,42.41,100.26,7686,6286,1589,0.764,,
USA,Oklahoma,6/14/2021,3967265,1683949,35.23,1394012,42.56,100.26,21691,8072,2040,0.769,,
USA,Oklahoma,6/15/2021,3967805,1720880,36.15,1430287,43.49,100.27,74852,18401,4650,0.788,,
USA,Oklahoma,6/16/2021,3968045,1720961,36.15,1430408,43.49,100.28,69,17535,4431,0.788,,
USA,Oklahoma,6/17/2021,3980360,1728521,36.59,1447908,43.68,100.59,25306,20040,5064,0.792,,
USA,Oklahoma,6/18/2021,3984570,1736323,37.02,1464988,43.88,100.7,25023,23576,5958,0.797,,
USA,Oklahoma,6/19/2021,3996710,1740511,37.15,1470017,43.99,101,9078,23386,5910,0.797,,
USA,Oklahoma,6/20/2021,3996710,1742992,37.26,1474213,44.05,101,6532,23222,5869,0.799,,
USA,Oklahoma,6/21/2021,3996710,1745235,37.33,1477077,44.11,101,5084,20849,5269,0.8,,
USA,Oklahoma,6/22/2021,3996850,1746376,37.36,1478500,44.13,101.01,2539,10519,2658,0.801,,
USA,Oklahoma,6/23/2021,3996950,1748552,37.43,1481117,44.19,101.01,4585,11164,2821,0.802,,
USA,Oklahoma,6/24/2021,3997450,1751504,37.52,1484533,44.26,101.02,6208,8436,2132,0.803,,
USA,Oklahoma,6/25/2021,3999730,1760091,37.78,1495141,44.48,101.08,19238,7609,1923,0.808,,
USA,Oklahoma,6/26/2021,4011060,1763187,37.9,1499550,44.56,101.37,7396,7369,1862,0.807,,
USA,Oklahoma,6/27/2021,4011060,1766741,38.09,1507029,44.65,101.37,10903,7993,2020,0.81,,
USA,Oklahoma,6/28/2021,4011060,1769465,38.27,1514405,44.72,101.37,10137,8715,2202,0.813,,
USA,Oklahoma,6/29/2021,4012510,1770574,38.31,1515857,44.75,101.4,2558,8718,2203,0.813,,
USA,Oklahoma,6/30/2021,4012750,1773539,38.39,1518992,44.82,101.41,5800,8891,2247,0.814,,
USA,Oklahoma,7/1/2021,4012850,1777242,38.48,1522466,44.91,101.41,6680,8959,2264,0.816,,
USA,Oklahoma,7/2/2021,4019870,1780468,38.57,1526344,45,101.59,6939,7202,1820,0.816,,
USA,Oklahoma,7/3/2021,4026790,1783425,38.65,1529181,45.07,101.76,5642,6951,1757,0.816,,
USA,Oklahoma,7/4/2021,4026790,1786204,38.71,1531855,45.14,101.76,5293,6150,1554,0.818,,
USA,Oklahoma,7/5/2021,,,,,,,,5042,1274,,,
USA,Oklahoma,7/6/2021,4026790,1788722,38.77,1534133,45.2,101.76,,5017,1268,0.819,,
USA,Oklahoma,7/7/2021,4026790,1789758,38.8,1535149,45.23,101.76,2049,4481,1132,0.819,,
USA,Oklahoma,7/8/2021,4044200,1792548,38.87,1538148,45.3,102.2,5657,4335,1096,0.817,,
USA,Oklahoma,7/9/2021,4048300,1796060,38.94,1540951,45.39,102.31,6154,4223,1067,0.818,,
USA,Oklahoma,7/10/2021,4058650,1800063,39.03,1544385,45.49,102.57,7191,4444,1123,0.817,,
USA,Oklahoma,7/11/2021,4058650,1803832,39.1,1547308,45.59,102.57,6445,4609,1165,0.819,,
USA,Oklahoma,7/12/2021,4058650,1806234,39.14,1548928,45.65,102.57,3996,4839,1223,0.82,,
USA,Oklahoma,7/13/2021,4058650,1807905,39.17,1550004,45.69,102.57,2760,4893,1237,0.821,,
USA,Oklahoma,7/14/2021,4059550,1811106,39.24,1552601,45.77,102.59,5654,5408,1367,0.822,,
USA,Oklahoma,7/15/2021,4060190,1814851,39.3,1555049,45.86,102.61,6008,5458,1379,0.823,,
USA,Oklahoma,7/16/2021,4064740,1818610,39.36,1557640,45.96,102.72,6183,5462,1380,0.824,,
USA,Oklahoma,7/17/2021,4074580,1823085,39.45,1560913,46.07,102.97,7600,5521,1395,0.824,,
USA,Oklahoma,7/18/2021,4074580,1827742,39.52,1563656,46.19,102.97,7540,5677,1435,0.826,,
USA,Oklahoma,7/19/2021,4074580,1830714,39.56,1565309,46.27,102.97,4674,5774,1459,0.827,,
USA,Oklahoma,7/20/2021,4076270,1832721,39.58,1566238,46.32,103.01,2154,5688,1437,0.827,,
USA,Oklahoma,7/21/2021,4081300,1836978,39.64,1568444,46.42,103.14,6422,5797,1465,0.827,,
USA,Oklahoma,7/22/2021,4086540,1842624,39.71,1571398,46.57,103.27,8376,6136,1551,0.828,,
USA,Oklahoma,7/23/2021,4110080,1848176,39.78,1574243,46.71,103.87,8225,6427,1624,0.826,,
USA,Oklahoma,7/24/2021,4120740,1854537,39.85,1576978,46.87,104.14,8655,6578,1662,0.826,,
USA,Oklahoma,7/25/2021,4121080,1856086,39.87,1577480,46.91,104.15,1904,5773,1459,0.826,,
USA,Oklahoma,7/26/2021,4121080,1857005,39.87,1577734,46.93,104.15,1110,5264,1330,0.826,,
USA,Oklahoma,7/27/2021,4123550,1869510,39.99,1582479,47.25,104.21,17272,7423,1876,0.83,,
USA,Oklahoma,7/28/2021,4124420,1875238,40.04,1584415,47.39,104.23,7496,7577,1915,0.832,,
USA,Oklahoma,7/29/2021,4143890,1882789,40.12,1587380,47.58,104.72,10256,7845,1983,0.83,,
USA,Oklahoma,7/30/2021,4166840,1890094,40.19,1590417,47.77,105.3,10095,8113,2050,0.828,,
USA,Oklahoma,7/31/2021,4192800,1897232,40.26,1593194,47.95,105.96,9716,8264,2088,0.825,,
USA,Oklahoma,8/1/2021,4192800,1899045,40.28,1593808,47.99,105.96,2248,8313,2101,0.826,,
USA,Oklahoma,8/2/2021,4192800,1900108,40.29,1594367,48.02,105.96,1524,8372,2116,0.826,,
USA,Oklahoma,8/3/2021,4193220,1915120,40.44,1600177,48.4,105.97,20891,8889,2246,0.831,,
USA,Oklahoma,8/4/2021,4197060,1922060,40.51,1602871,48.57,106.07,9421,9164,2316,0.833,,
USA,Oklahoma,8/5/2021,4202590,1929827,40.59,1606041,48.77,106.21,10692,9227,2332,0.834,,
USA,Oklahoma,8/6/2021,4247800,1937675,40.67,1609164,48.97,107.35,10608,9300,2350,0.828,,
USA,Oklahoma,8/7/2021,4276020,1947300,40.77,1613096,49.21,108.06,13303,9812,2480,0.825,,
USA,Oklahoma,8/8/2021,4276020,1949268,40.79,1614170,49.26,108.06,2817,9894,2500,0.826,,
USA,Oklahoma,8/9/2021,4276020,1950051,40.8,1614481,49.28,108.06,971,9815,2480,0.826,,
USA,Oklahoma,8/10/2021,4279110,1966499,40.98,1621616,49.7,108.14,23830,10235,2587,0.831,,
USA,Oklahoma,8/11/2021,4298000,1973008,41.07,1624966,49.86,108.62,9648,10267,2595,0.83,,
USA,Oklahoma,8/12/2021,4310100,1979238,41.15,1628253,50.02,108.92,9229,10058,2542,0.83,,
USA,Oklahoma,8/13/2021,4357510,1988129,41.27,1633180,50.24,110.12,13481,10468,2645,0.824,,
USA,Oklahoma,8/14/2021,4371800,1996864,41.41,1638478,50.46,110.48,13861,10548,2666,0.824,,
USA,Oklahoma,8/15/2021,4371800,2004960,41.54,1643677,50.67,110.48,13098,12017,3037,0.827,,
USA,Oklahoma,8/16/2021,4371800,2010197,41.63,1647350,50.8,110.48,9105,13179,3331,0.829,,
USA,Oklahoma,8/17/2021,4391280,2013892,41.7,1650107,50.89,110.98,6643,10724,2710,0.827,,
USA,Oklahoma,8/18/2021,4443720,2019902,41.81,1654529,51.05,112.3,10924,10906,2756,0.82,,
USA,Oklahoma,8/19/2021,4459010,2026912,41.94,1659663,51.22,112.69,13476,11513,2910,0.82,,
USA,Oklahoma,8/20/2021,4503390,2034578,42.08,1664991,51.42,113.81,14450,11651,2944,0.815,,
USA,Oklahoma,8/21/2021,4560470,2041864,42.22,1670468,51.6,115.25,14470,11738,2966,0.808,,
USA,Oklahoma,8/22/2021,4560470,2049452,42.38,1676802,51.79,115.25,15319,12055,3047,0.811,,
USA,Oklahoma,8/23/2021,4560330,2054292,42.49,1681455,51.92,115.25,10411,12242,3094,0.814,,
USA,Oklahoma,8/24/2021,4560330,2057606,42.57,1684647,52,115.25,6940,12284,3104,0.815,,
USA,Oklahoma,8/25/2021,4571250,2063610,42.71,1689971,52.15,115.52,12496,12509,3161,0.816,,
USA,Oklahoma,8/26/2021,4608540,2079828,43.1,1705301,52.56,116.47,34014,15443,3903,0.817,,
USA,Oklahoma,8/27/2021,4630890,2086843,43.25,1711372,52.74,117.03,14515,15452,3905,0.816,92138.0,2.33
USA,Oklahoma,8/28/2021,4691830,2094129,43.41,1717876,52.92,118.57,15330,15575,3936,0.809,94134.0,2.38
USA,Oklahoma,8/29/2021,4704850,2101779,43.6,1725294,53.12,118.9,16997,15815,3997,0.81,96519.0,2.44
USA,Oklahoma,8/30/2021,4704850,2106337,43.73,1730579,53.23,118.9,10827,15874,4012,0.812,97604.0,2.47
USA,Oklahoma,8/31/2021,4709150,2109416,43.83,1734367,53.31,119.01,7507,15955,4032,0.813,98256.0,2.48
USA,Oklahoma,9/1/2021,4724010,2116822,44,1741131,53.5,119.38,15594,16398,4144,0.814,100169.0,2.53
USA,Oklahoma,9/2/2021,4731970,2123203,44.17,1747709,53.66,119.59,14256,13575,3431,0.816,101884.0,2.57
USA,Oklahoma,9/3/2021,4760250,2129599,44.32,1753799,53.82,120.3,13860,13482,3407,0.814,103573.0,2.62
USA,Oklahoma,9/4/2021,4777110,2136791,44.5,1761027,54,120.73,16606,13664,3453,0.814,106054.0,2.68
USA,Oklahoma,9/5/2021,,,,,,,,12055,3047,,,
USA,Oklahoma,9/6/2021,,,,,,,,11327,2863,,,
USA,Oklahoma,9/7/2021,4776510,2144418,44.7,1768580,54.19,120.71,,11074,2799,0.818,108354.0,2.74
USA,Oklahoma,9/8/2021,4794060,2152077,44.9,1776861,54.39,121.15,17883,11401,2881,0.819,110397.0,2.79
USA,Oklahoma,9/9/2021,4797140,2156513,45.03,1781639,54.5,121.23,10189,10820,2734,0.82,111647.0,2.82
USA,Oklahoma,9/10/2021,4831440,2161806,45.2,1788373,54.63,122.1,13144,10718,2709,0.817,113054.0,2.86
USA,Oklahoma,9/11/2021,4853300,2167106,45.35,1794448,54.77,122.65,12588,10144,2564,0.816,114641.0,2.9
USA,Oklahoma,9/12/2021,4853300,2173698,45.52,1801334,54.93,122.65,14944,11459,2896,0.819,116441.0,2.94
USA,Oklahoma,9/13/2021,4853300,2177376,45.63,1805668,55.03,122.65,8600,11869,3000,0.821,117123.0,2.96
USA,Oklahoma,9/14/2021,4857160,2179904,45.71,1808630,55.09,122.75,5895,11892,3005,0.821,117564.0,2.97
USA,Oklahoma,9/15/2021,4874370,2184635,45.85,1814425,55.21,123.18,11635,10999,2780,0.821,118923.0,3.01
USA,Oklahoma,9/16/2021,4881900,2189439,46,1820228,55.33,123.37,11557,11195,2829,0.822,120219.0,3.04
USA,Oklahoma,9/17/2021,4916860,2194258,46.15,1826304,55.45,124.26,11763,10997,2779,0.819,121427.0,3.07
USA,Oklahoma,9/18/2021,4936710,2198679,46.3,1832097,55.56,124.76,11296,10813,2733,0.818,122781.0,3.1
USA,Oklahoma,9/19/2021,4936710,2203603,46.47,1838725,55.69,124.76,12741,10498,2653,0.82,124275.0,3.14
USA,Oklahoma,9/20/2021,4936710,2206383,46.57,1842711,55.76,124.76,7298,10312,2606,0.822,124882.0,3.16
USA,Oklahoma,9/21/2021,4943730,2208131,46.63,1845303,55.8,124.94,4649,10134,2561,0.821,125218.0,3.16
USA,Oklahoma,9/22/2021,4947240,2211367,46.75,1849881,55.89,125.03,8701,9715,2455,0.823,126375.0,3.19
USA,Oklahoma,9/23/2021,4948360,2215380,46.89,1855558,55.99,125.05,10954,9629,2433,0.825,127855.0,3.23
USA,Oklahoma,9/24/2021,4962170,2218363,47,1859672,56.06,125.4,8145,9112,2303,0.824,129072.0,3.26
USA,Oklahoma,9/25/2021,4984710,2222743,47.14,1865122,56.17,125.97,11292,9111,2303,0.823,130761.0,3.3
USA,Oklahoma,9/26/2021,4984710,2226345,47.27,1870502,56.26,125.97,11676,8959,2264,0.825,133637.0,3.38
USA,Oklahoma,9/27/2021,4984710,2229487,47.36,1874082,56.34,125.97,8994,9202,2326,0.827,135937.0,3.44
USA,Oklahoma,9/28/2021,4997810,2231217,47.41,1876006,56.39,126.3,5338,9300,2350,0.826,137628.0,3.48
USA,Oklahoma,9/29/2021,5003140,2235643,47.51,1879922,56.5,126.44,13801,10029,2535,0.827,143285.0,3.62
USA,Oklahoma,9/30/2021,5002360,2239256,47.6,1883414,56.59,126.42,12111,10194,2576,0.83,148478.0,3.75
USA,Oklahoma,10/1/2021,5036800,2242977,47.69,1887145,56.68,127.29,13644,10979,2775,0.827,154889.0,3.91
USA,Oklahoma,10/2/2021,5060430,2245546,47.76,1889967,56.75,127.89,9522,10727,2711,0.825,159177.0,4.02
USA,Oklahoma,10/3/2021,5064040,2250641,47.91,1895633,56.88,127.98,18877,11755,2971,0.828,167478.0,4.23
USA,Oklahoma,10/4/2021,5063760,2254004,48.01,1899919,56.96,127.97,12129,12203,3084,0.831,171992.0,4.35
USA,Oklahoma,10/5/2021,5065130,2255807,48.06,1901780,57.01,128.01,5130,12173,3076,0.831,173474.0,4.38
USA,Oklahoma,10/6/2021,5067900,2258995,48.14,1904981,57.09,128.08,10827,11749,2969,0.833,178081.0,4.5
USA,Oklahoma,10/7/2021,5083230,2262206,48.21,1907781,57.17,128.46,11428,11651,2944,0.833,183667.0,4.64
USA,Oklahoma,10/8/2021,5114950,2266529,48.32,1911983,57.28,129.26,14032,11706,2958,0.83,189387.0,4.79
USA,Oklahoma,10/9/2021,5131160,2270436,48.4,1915359,57.38,129.67,12165,12084,3054,0.83,194410.0,4.91
USA,Oklahoma,10/10/2021,,,,,,,,10472,2646,,,
USA,Oklahoma,10/11/2021,,,,,,,,9824,2483,,,
USA,Oklahoma,10/12/2021,5134550,2277699,48.58,1922364,57.56,129.76,,10177,2572,0.834,203193.0,5.14
USA,Oklahoma,10/13/2021,5136900,2280293,48.64,1924626,57.63,129.82,7655,9723,2457,0.835,206153.0,5.21
USA,Oklahoma,10/14/2021,5145470,2285002,48.77,1929976,57.75,130.04,13856,10070,2545,0.836,210192.0,5.31
USA,Oklahoma,10/15/2021,5179180,2288377,48.86,1933213,57.83,130.89,10199,9523,2407,0.833,213955.0,5.41
USA,Oklahoma,10/16/2021,5185010,2291475,48.93,1936000,57.91,131.03,10042,9219,2330,0.834,218309.0,5.52
USA,Oklahoma,10/17/2021,5180790,2296617,49.04,1940629,58.04,130.93,14902,10263,2594,0.838,223681.0,5.65
USA,Oklahoma,10/18/2021,5180650,2298461,49.08,1942273,58.09,130.92,5275,9932,2510,0.839,225492.0,5.7
USA,Oklahoma,10/19/2021,5184640,2300224,49.12,1943521,58.13,131.03,4052,9426,2382,0.839,226538.0,5.73
USA,Oklahoma,10/20/2021,5186540,2303143,49.18,1945919,58.2,131.07,8079,9486,2397,0.84,229491.0,5.8
USA,Oklahoma,10/21/2021,5195210,2306261,49.24,1948583,58.28,131.29,9530,8868,2241,0.84,233397.0,5.9
USA,Oklahoma,10/22/2021,5245690,2320483,49.51,1959013,58.64,132.57,9227,8730,2206,0.834,219154.0,5.54
USA,Oklahoma,10/23/2021,5268420,2323628,49.58,1961771,58.72,133.14,10312,8768,2216,0.832,223727.0,5.65
USA,Oklahoma,10/24/2021,5268280,2326548,49.64,1964358,58.8,133.14,11864,8334,2106,0.835,230243.0,5.82
USA,Oklahoma,10/25/2021,5266460,2329449,49.68,1965685,58.87,133.09,7902,8709,2201,0.837,233933.0,5.91
USA,Oklahoma,10/26/2021,5281030,2332252,49.7,1966699,58.94,133.46,6699,9088,2297,0.835,236842.0,5.99
USA,Oklahoma,10/27/2021,5303280,2337167,49.76,1969120,59.06,134.02,16436,10281,2598,0.835,246141.0,6.22
USA,Oklahoma,10/28/2021,5320800,2342065,49.84,1972206,59.19,134.47,19849,11756,2971,0.836,258232.0,6.53
USA,Oklahoma,10/29/2021,5377410,2346477,49.91,1974847,59.3,135.9,16905,12852,3248,0.83,268299.0,6.78
USA,Oklahoma,10/30/2021,5429150,2351016,49.98,1977502,59.41,137.2,17134,13827,3494,0.826,278458.0,7.04
USA,Oklahoma,10/31/2021,5427550,2355199,50.08,1981645,59.52,137.16,18856,14826,3747,0.829,289234.0,7.31
USA,Oklahoma,11/1/2021,5424410,2357556,50.12,1983104,59.58,137.08,7773,14807,3742,0.831,293261.0,7.41
USA,Oklahoma,11/2/2021,5437180,2359939,50.14,1984181,59.64,137.41,5943,14699,3715,0.83,295789.0,7.48
USA,Oklahoma,11/3/2021,5457310,2363801,50.22,1987280,59.74,137.92,14387,14407,3641,0.83,303475.0,7.67
USA,Oklahoma,11/4/2021,5509330,2368051,50.29,1990041,59.85,139.23,15225,13746,3474,0.825,311993.0,7.88
USA,Oklahoma,11/5/2021,5517950,2371929,50.35,1992503,59.94,139.45,13672,13284,3357,0.826,319734.0,8.08
USA,Oklahoma,11/6/2021,5538570,2376302,50.41,1994874,60.05,139.97,15290,13021,3291,0.826,328558.0,8.3
USA,Oklahoma,11/7/2021,5544410,2380198,50.49,1997888,60.15,140.12,16753,12720,3215,0.828,338688.0,8.56
USA,Oklahoma,11/8/2021,5544410,2384304,50.55,2000242,60.26,140.12,12046,13331,3369,0.83,344428.0,8.7
USA,Oklahoma,11/9/2021,5577170,2387803,50.58,2001258,60.34,140.95,6279,13379,3381,0.826,346223.0,8.75
USA,Oklahoma,11/10/2021,5632820,2392545,50.63,2003393,60.46,142.35,12859,13161,3326,0.82,352522.0,8.91
USA,Oklahoma,11/11/2021,,,,,,,,13383,3382,,,
USA,Oklahoma,11/12/2021,5810990,2405127,50.77,2008936,60.78,146.85,,13827,3494,0.801,368597.0,9.32
USA,Oklahoma,11/13/2021,5878310,2410668,50.81,2010706,60.92,148.56,14007,13644,3448,0.794,375478.0,9.49
USA,Oklahoma,11/14/2021,5876430,2416280,50.87,2012852,61.06,148.51,21987,14391,3637,0.798,389924.0,9.85
USA,Oklahoma,11/15/2021,5875130,2421090,50.9,2014148,61.19,148.48,10040,14105,3565,0.8,393956.0,9.96
USA,Oklahoma,11/16/2021,5883870,2423761,50.92,2014904,61.25,148.7,5479,13990,3536,0.8,396058.0,10.01
USA,Oklahoma,11/17/2021,5897500,2429835,50.97,2017058,61.41,149.04,15117,14313,3617,0.801,403148.0,10.19
USA,Oklahoma,11/18/2021,5929730,2435349,51.03,2019331,61.55,149.86,15826,14177,3583,0.799,411481.0,10.4
USA,Oklahoma,11/19/2021,5956410,2440802,51.09,2021425,61.68,150.53,15202,13951,3526,0.798,419376.0,10.6
USA,Oklahoma,11/20/2021,5995620,2447013,51.15,2024031,61.84,151.52,18596,14607,3691,0.796,429414.0,10.85
USA,Oklahoma,11/21/2021,5993220,2452860,51.21,2026329,61.99,151.46,16864,13875,3506,0.799,438364.0,11.08
USA,Oklahoma,11/22/2021,5987760,2456478,51.24,2027437,62.08,151.32,9162,13749,3475,0.801,442877.0,11.19
USA,Oklahoma,11/23/2021,5994670,2458645,51.25,2028140,62.13,151.5,5951,13817,3492,0.801,446008.0,11.27
USA,Oklahoma,11/24/2021,6008460,2466343,51.31,2030324,62.33,151.84,19038,14377,3633,0.803,455388.0,11.51
USA,Oklahoma,11/25/2021,,,,,,,,13543,3423,,,
USA,Oklahoma,11/26/2021,,,,,,,,12798,3234,,,
USA,Oklahoma,11/27/2021,,,,,,,,11568,2923,,,
USA,Oklahoma,11/28/2021,,,,,,,,10585,2675,,,
USA,Oklahoma,11/29/2021,5991910,2484400,51.48,2037198,62.79,151.43,,10703,2705,0.813,481038.0,12.16
USA,Oklahoma,11/30/2021,6019250,2485988,51.53,2039094,62.83,152.12,5983,10708,2706,0.81,483578.0,12.22
USA,Oklahoma,12/1/2021,6036020,2490052,51.62,2042487,62.93,152.54,15226,10163,2568,0.811,491600.0,12.42
USA,Oklahoma,12/2/2021,6059580,2495994,51.72,2046492,63.08,153.14,20383,11648,2944,0.811,502301.0,12.69
USA,Oklahoma,12/3/2021,6074390,2501328,51.79,2049467,63.21,153.51,16820,12624,3190,0.812,511049.0,12.92
USA,Oklahoma,12/4/2021,6075340,2512408,51.99,2057232,63.49,153.54,44163,17507,4424,0.819,536784.0,13.57
USA,Oklahoma,12/5/2021,6052050,2514111,52.01,2057871,63.54,152.95,3024,16512,4173,0.823,537491.0,13.58
USA,Oklahoma,12/6/2021,6048270,2517467,52.08,2060953,63.62,152.85,12023,16803,4246,0.825,543145.0,13.73
USA,Oklahoma,12/7/2021,6083560,2520319,52.13,2062867,63.69,153.74,8403,17149,4334,0.822,546831.0,13.82
USA,Oklahoma,12/8/2021,6095730,2525506,52.21,2065916,63.82,154.05,17501,17474,4416,0.823,556277.0,14.06
USA,Oklahoma,12/9/2021,6099090,2530686,52.29,2069094,63.96,154.14,17153,17012,4299,0.825,565221.0,14.28
USA,Oklahoma,12/10/2021,6138900,2535822,52.37,2072304,64.08,155.14,18750,17288,4369,0.823,575798.0,14.55
USA,Oklahoma,12/11/2021,6156500,2540898,52.45,2075628,64.21,155.59,17937,13542,3422,0.823,585530.0,14.8
USA,Oklahoma,12/12/2021,6156500,2545369,52.53,2078712,64.33,155.59,16295,15437,3901,0.826,594440.0,15.02
USA,Oklahoma,12/13/2021,6156360,2547938,52.58,2080610,64.39,155.58,9276,15045,3802,0.828,599306.0,15.15
USA,Oklahoma,12/14/2021,6184310,2550224,52.61,2081664,64.45,156.29,5775,14670,3707,0.825,601790.0,15.21
USA,Oklahoma,12/15/2021,6187080,2555097,52.71,2085687,64.57,156.36,18070,14751,3728,0.827,611164.0,15.45
USA,Oklahoma,12/16/2021,6200260,2559550,52.79,2089044,64.68,156.69,16739,14692,3713,0.828,620290.0,15.68
USA,Oklahoma,12/17/2021,6248790,2563948,52.86,2091780,64.8,157.92,16735,14404,3640,0.825,630050.0,15.92
USA,Oklahoma,12/18/2021,6198450,2568507,52.93,2094240,64.91,156.65,15098,13998,3538,0.834,638290.0,16.13
USA,Oklahoma,12/19/2021,6184920,2573185,52.99,2096846,65.03,156.3,18245,14277,3608,0.838,649357.0,16.41
USA,Oklahoma,12/20/2021,6156640,2576163,53.03,2098408,65.1,155.59,9978,14377,3633,0.844,654861.0,16.55
USA,Oklahoma,12/21/2021,6198120,2579162,53.05,2099290,65.18,156.64,7015,14554,3678,0.839,658007.0,16.63
USA,Oklahoma,12/22/2021,6229410,2584369,53.11,2101720,65.31,157.43,16049,14266,3605,0.838,666566.0,16.85
USA,Oklahoma,12/23/2021,6240850,2589735,53.19,2104605,65.45,157.72,18500,14517,3669,0.839,676933.0,17.11
USA,Oklahoma,12/24/2021,,,,,,,,13447,3398,,,
USA,Oklahoma,12/25/2021,,,,,,,,12612,3187,,,
USA,Oklahoma,12/26/2021,,,,,,,,11326,2862,,,
USA,Oklahoma,12/27/2021,6216470,2600166,53.33,2110365,65.71,157.1,,11222,2836,0.848,698010.0,17.64
