iso,stateName,date,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
USA,Oklahoma,12/28/2021,6216470,2602348,53.35,2111056,65.77,157.1,3828,10766,2721,0.849,698983.0,17.66
USA,Oklahoma,12/29/2021,6244670,2606960,53.42,2113666,65.88,157.81,13924,10463,2644,0.847,705795.0,17.84
USA,Oklahoma,12/30/2021,6255300,2612220,53.48,2116382,66.02,158.08,15799,10077,2547,0.849,713765.0,18.04
USA,Oklahoma,12/31/2021,,,,,,,,10032,2535,,,
USA,Oklahoma,1/1/2022,,,,,,,,9986,2524,,,
USA,Oklahoma,1/2/2022,,,,,,,,9941,2512,,,
USA,Oklahoma,1/3/2022,,,,,,,,9896,2501,,,
USA,Oklahoma,1/4/2022,6255070,2627437,53.68,2124053,66.4,158.08,,10625,2685,0.856,735916.0,18.6
USA,Oklahoma,1/5/2022,6277450,2631688,53.73,2126244,66.51,158.64,11030,10211,2581,0.854,740640.0,18.72
USA,Oklahoma,1/6/2022,6449300,2636160,53.79,2128398,66.62,162.99,12501,9740,2461,0.834,746638.0,18.87
USA,Oklahoma,1/7/2022,6449300,2640631,53.84,2130464,66.73,162.99,12925,10311,2606,0.836,753151.0,19.03
USA,Oklahoma,1/8/2022,6492880,2645568,53.89,2132537,66.86,164.09,13371,10945,2766,0.832,759664.0,19.2
USA,Oklahoma,1/9/2022,6492880,2650565,53.96,2134997,66.98,164.09,15020,11815,2986,0.834,767355.0,19.39
USA,Oklahoma,1/10/2022,6492880,2653432,53.98,2136133,67.06,164.09,8173,11707,2959,0.836,771588.0,19.5
USA,Oklahoma,1/11/2022,6499450,2655867,54.01,2137006,67.12,164.25,5580,11229,2838,0.836,773913.0,19.56
USA,Oklahoma,1/12/2022,6519860,2660518,54.06,2139011,67.24,164.77,12478,11435,2890,0.835,779857.0,19.71
USA,Oklahoma,1/13/2022,6524760,2665283,54.11,2141228,67.36,164.89,13118,11524,2912,0.836,786142.0,19.87
USA,Oklahoma,1/14/2022,6556510,2669907,54.16,2143193,67.47,165.7,12671,11487,2903,0.834,792356.0,20.02
USA,Oklahoma,1/15/2022,6641110,2674934,54.21,2145072,67.6,167.83,13260,11471,2899,0.826,798849.0,20.19
USA,Oklahoma,1/16/2022,,,,,,,,10468,2645,,,
USA,Oklahoma,1/17/2022,,,,,,,,10443,2639,,,
USA,Oklahoma,1/18/2022,6642410,2683835,54.29,2148383,67.83,167.87,,10788,2726,0.829,810825.0,20.49
USA,Oklahoma,1/19/2022,6646110,2708245,54.63,2161825,68.44,167.96,6985,10003,2528,0.83,783154.0,19.79
USA,Oklahoma,1/20/2022,6650810,2711583,54.68,2163793,68.53,168.08,9910,9545,2412,0.831,787866.0,19.91
USA,Oklahoma,1/21/2022,6663510,2714827,54.73,2165830,68.61,168.4,10027,9167,2317,0.83,792700.0,20.03
USA,Oklahoma,1/22/2022,6717310,2718163,54.78,2167677,68.69,169.76,9364,8610,2176,0.825,796973.0,20.14
USA,Oklahoma,1/23/2022,6717310,2721308,54.82,2169358,68.77,169.76,9025,8757,2213,0.827,801256.0,20.25
USA,Oklahoma,1/24/2022,6717310,2723183,54.85,2170316,68.82,169.76,5337,8378,2117,0.827,803800.0,20.31
USA,Oklahoma,1/25/2022,6720010,2724542,54.87,2171002,68.85,169.83,3475,7732,1954,0.828,805246.0,20.35
USA,Oklahoma,1/26/2022,6722110,2728025,54.95,2174214,68.94,169.88,11236,8339,2107,0.829,809865.0,20.47
USA,Oklahoma,1/27/2022,6729510,2730295,54.99,2176078,69,170.07,7296,7966,2013,0.829,813161.0,20.55
USA,Oklahoma,1/28/2022,6740210,2732551,55.04,2177890,69.06,170.34,7338,7582,1916,0.829,816545.0,20.64
USA,Oklahoma,1/29/2022,6763910,2735015,55.09,2179762,69.12,170.94,7513,7317,1849,0.827,819805.0,20.72
USA,Oklahoma,1/30/2022,6763910,2737488,55.14,2181834,69.18,170.94,7822,7145,1806,0.828,823204.0,20.8
USA,Oklahoma,1/31/2022,6763910,2738891,55.17,2183083,69.22,170.94,4257,6991,1767,0.829,824832.0,20.85
USA,Oklahoma,2/1/2022,6764610,2739774,55.19,2183804,69.24,170.95,2530,6856,1733,0.829,825766.0,20.87
USA,Oklahoma,2/2/2022,6766910,2741618,55.23,2185445,69.29,171.01,5795,6079,1536,0.83,828179.0,20.93
USA,Oklahoma,2/3/2022,6772510,2743207,55.27,2187212,69.33,171.15,5829,5869,1483,0.83,830736.0,20.99
USA,Oklahoma,2/4/2022,6772510,2744473,55.31,2188502,69.36,171.15,4141,5412,1368,0.831,832385.0,21.04
USA,Oklahoma,2/5/2022,6773610,2745180,55.32,2189166,69.38,171.18,1788,4595,1161,0.831,832847.0,21.05
USA,Oklahoma,2/6/2022,6773610,2746117,55.35,2190096,69.4,171.18,2302,3806,962,0.831,833331.0,21.06
USA,Oklahoma,2/7/2022,6773610,2746826,55.37,2191088,69.42,171.18,2551,3562,900,0.831,834230.0,21.08
USA,Oklahoma,2/8/2022,6801310,2747463,55.4,2191981,69.43,171.88,2138,3506,886,0.828,834890.0,21.1
USA,Oklahoma,2/9/2022,6815310,2748997,55.44,2193702,69.47,172.24,4968,3388,856,0.827,836663.0,21.14
USA,Oklahoma,2/10/2022,6827210,2750511,55.48,2195436,69.51,172.54,5129,3288,831,0.827,838604.0,21.19
USA,Oklahoma,2/11/2022,6835610,2752033,55.53,2197257,69.55,172.75,5353,3461,875,0.826,840700.0,21.25
USA,Oklahoma,2/12/2022,6850710,2753396,55.57,2198948,69.58,173.13,4899,3906,987,0.825,842606.0,21.29
USA,Oklahoma,2/13/2022,6850710,2755273,55.63,2201180,69.63,173.13,7017,4579,1157,0.826,845622.0,21.37
USA,Oklahoma,2/14/2022,6850710,2756280,55.66,2202347,69.66,173.13,3327,4690,1185,0.827,846793.0,21.4
USA,Oklahoma,2/15/2022,6852210,2756873,55.67,2202946,69.67,173.17,1725,4631,1170,0.827,847334.0,21.41
USA,Oklahoma,2/16/2022,6854710,2758186,55.71,2204277,69.7,173.23,3994,4492,1135,0.827,848767.0,21.45
USA,Oklahoma,2/17/2022,6935630,2760119,55.77,2206921,69.75,175.28,20435,6679,1688,0.82,864708.0,21.85
USA,Oklahoma,2/18/2022,6940230,2761423,55.81,2208276,69.79,175.39,4380,6540,1653,0.821,866482.0,21.9
USA,Oklahoma,2/19/2022,6953230,2762682,55.84,2209577,69.82,175.72,3757,6376,1611,0.82,867759.0,21.93
USA,Oklahoma,2/20/2022,,,,,,,,5793,1464,,,
USA,Oklahoma,2/21/2022,,,,,,,,5736,1450,,,
USA,Oklahoma,2/22/2022,6960630,2765287,55.92,2212609,69.88,175.91,,5908,1493,0.82,870996.0,22.01
USA,Oklahoma,2/23/2022,6967830,2766125,55.94,2213520,69.91,176.09,2796,5737,1450,0.819,872070.0,22.04
USA,Oklahoma,2/24/2022,6967830,2767253,55.97,2214720,69.93,176.09,3659,3340,844,0.82,873456.0,22.07
USA,Oklahoma,2/25/2022,6973030,2768057,55.99,2215519,69.95,176.22,2749,3107,785,0.82,874642.0,22.1
USA,Oklahoma,2/26/2022,6978330,2768272,55.99,2215624,69.96,176.36,282,2611,660,0.819,874606.0,22.1
USA,Oklahoma,2/27/2022,,,,,,,,2453,620,,,
USA,Oklahoma,2/28/2022,6984030,2769476,56.02,2216833,69.99,176.5,,2294,580,0.819,875867.0,22.13
USA,Oklahoma,3/1/2022,6988530,2769904,56.03,2217212,70,176.61,1277,2058,520,0.819,876340.0,22.15
USA,Oklahoma,3/2/2022,6991730,2770813,56.06,2218245,70.02,176.69,2905,2073,524,0.819,877354.0,22.17
USA,Oklahoma,3/3/2022,6998230,2771743,56.08,2219248,70.05,176.86,3188,2006,507,0.818,878655.0,22.21
USA,Oklahoma,3/4/2022,7007230,2772659,56.11,2220203,70.07,177.09,2982,2039,515,0.818,879833.0,22.24
USA,Oklahoma,3/5/2022,7012230,2773606,56.14,2221442,70.09,177.21,3507,2500,632,0.818,881192.0,22.27
USA,Oklahoma,3/6/2022,7012230,2774503,56.17,2222520,70.12,177.21,3226,2701,683,0.818,882491.0,22.3
USA,Oklahoma,3/7/2022,7012230,2774950,56.18,2223016,70.13,177.21,1526,2659,672,0.818,883084.0,22.32
USA,Oklahoma,3/8/2022,7014330,2775305,56.19,2223334,70.14,177.27,1069,2629,664,0.818,883484.0,22.33
USA,Oklahoma,3/9/2022,7016130,2775526,56.19,2223510,70.14,177.31,461,2280,576,0.818,883560.0,22.33
USA,Oklahoma,3/10/2022,7024530,2777000,56.24,2225298,70.18,177.52,5375,2592,655,0.818,885799.0,22.39
USA,Oklahoma,3/11/2022,7030130,2777174,56.24,2225464,70.18,177.66,406,2224,562,0.817,885869.0,22.39
USA,Oklahoma,3/12/2022,7030130,2777286,56.24,2225569,70.19,177.66,250,1759,445,0.817,885906.0,22.39
USA,Oklahoma,3/13/2022,7030130,2779113,56.31,2227986,70.23,177.66,6972,2294,580,0.818,888775.0,22.46
USA,Oklahoma,3/14/2022,7032030,2779208,56.31,2228053,70.24,177.71,129,2095,529,0.818,888743.0,22.46
USA,Oklahoma,3/15/2022,7033130,2779806,56.32,2228738,70.25,177.74,2016,2230,564,0.818,889489.0,22.48
USA,Oklahoma,3/16/2022,7034930,2780004,56.33,2228871,70.26,177.79,311,2208,558,0.818,889476.0,22.48
USA,Oklahoma,3/17/2022,7042530,2780217,56.33,2229014,70.26,177.98,404,1498,379,0.817,889525.0,22.48
USA,Oklahoma,3/18/2022,7049330,2782324,56.39,2231324,70.31,178.15,6970,2436,616,0.818,892226.0,22.55
USA,Oklahoma,3/19/2022,7049330,2783105,56.41,2232104,70.33,178.15,2602,2772,701,0.818,893309.0,22.58
USA,Oklahoma,3/20/2022,7049330,2783279,56.41,2232226,70.34,178.15,323,1822,460,0.818,893340.0,22.58
USA,Oklahoma,3/21/2022,7049330,2783309,56.41,2232241,70.34,178.15,30,1808,457,0.818,893325.0,22.58
USA,Oklahoma,3/22/2022,7049330,2784498,56.44,2233376,70.37,178.15,4223,2123,537,0.819,895262.0,22.62
USA,Oklahoma,3/23/2022,7054930,2784632,56.44,2233463,70.37,178.29,252,2115,534,0.818,895296.0,22.63
USA,Oklahoma,3/24/2022,7056130,2785888,56.47,2234691,70.4,178.32,4129,2647,669,0.818,897011.0,22.67
USA,Oklahoma,3/25/2022,7063430,2786034,56.48,2234796,70.41,178.51,287,1692,428,0.818,897048.0,22.67
USA,Oklahoma,3/26/2022,7073830,2787417,56.51,2236171,70.44,178.77,4746,1999,505,0.817,899138.0,22.72
USA,Oklahoma,3/27/2022,7074130,2787588,56.51,2236264,70.45,178.78,326,1999,505,0.817,899204.0,22.72
USA,Oklahoma,3/28/2022,7074130,2787646,56.52,2236308,70.45,178.78,89,2007,507,0.817,899194.0,22.72
USA,Oklahoma,3/29/2022,7075430,2788680,56.54,2237304,70.48,178.81,3637,1924,486,0.817,900835.0,22.77
USA,Oklahoma,3/30/2022,7076730,2788877,56.54,2237419,70.48,178.84,339,1936,489,0.817,900864.0,22.77
USA,Oklahoma,3/31/2022,7080930,2790127,56.58,2238842,70.51,178.95,4243,1952,493,0.817,902507.0,22.81
USA,Oklahoma,4/1/2022,7080930,2790500,56.59,2239391,70.52,178.95,951,2047,517,0.818,902541.0,22.81
USA,Oklahoma,4/2/2022,7104930,2792119,56.64,2241302,70.56,179.55,8723,2615,661,0.816,907840.0,22.94
USA,Oklahoma,4/3/2022,7104930,2792440,56.65,2241646,70.57,179.55,779,2680,677,0.816,907955.0,22.95
USA,Oklahoma,4/4/2022,7104930,2792634,56.66,2241851,70.58,179.55,331,2715,686,0.816,907888.0,22.94
USA,Oklahoma,4/5/2022,7106930,2793973,56.7,2243425,70.61,179.61,9344,3530,892,0.817,914369.0,23.11
USA,Oklahoma,4/6/2022,7114830,2794317,56.71,2243818,70.62,179.8,841,3602,910,0.817,914477.0,23.11
USA,Oklahoma,4/7/2022,7132430,2795667,56.74,2245338,70.65,180.25,8822,4256,1076,0.816,920519.0,23.26
USA,Oklahoma,4/8/2022,7140530,2796250,56.76,2246038,70.67,180.45,1454,4328,1094,0.815,920694.0,23.27
USA,Oklahoma,4/9/2022,7140530,2797674,56.81,2247786,70.7,180.45,9760,4476,1131,0.816,927380.0,23.44
USA,Oklahoma,4/10/2022,7165230,2797977,56.81,2248128,70.71,181.08,803,4479,1132,0.814,927539.0,23.44
USA,Oklahoma,4/11/2022,7165230,2798136,56.82,2248309,70.71,181.08,340,4481,1132,0.814,927539.0,23.44
USA,Oklahoma,4/12/2022,7166930,2799493,56.86,2250029,70.75,181.12,9473,4499,1137,0.815,933973.0,23.6
USA,Oklahoma,4/13/2022,7168930,2799876,56.87,2250472,70.76,181.17,1004,4522,1143,0.815,934155.0,23.61
USA,Oklahoma,4/14/2022,7182730,2801324,56.92,2252128,70.79,181.52,9924,4680,1183,0.815,941041.0,23.78
USA,Oklahoma,4/15/2022,7194930,2801738,56.93,2252552,70.81,181.83,901,4601,1163,0.813,941110.0,23.78
USA,Oklahoma,4/16/2022,,,,,,,,3926,992,,,
USA,Oklahoma,4/17/2022,7227630,2803252,56.97,2254294,70.84,182.66,,4531,1145,0.811,947997.0,23.96
USA,Oklahoma,4/18/2022,7227630,2803400,56.97,2254452,70.85,182.66,276,4522,1143,0.811,947968.0,23.96
USA,Oklahoma,4/19/2022,7228530,2804562,57.01,2255746,70.88,182.68,7788,4281,1082,0.812,953353.0,24.09
USA,Oklahoma,4/20/2022,7239330,2804829,57.02,2256094,70.88,182.95,804,4253,1075,0.811,953542.0,24.1
USA,Oklahoma,4/21/2022,7253330,2806642,57.06,2257992,70.93,183.31,9604,4207,1063,0.811,959675.0,24.25
USA,Oklahoma,4/22/2022,,,,,,,,4719,1193,,,
USA,Oklahoma,4/23/2022,7279730,2808153,57.11,2259706,70.97,183.97,,4640,1173,0.809,965497.0,24.4
USA,Oklahoma,4/24/2022,7279730,2808413,57.11,2259969,70.97,183.97,642,4013,1014,0.809,965619.0,24.4
USA,Oklahoma,4/25/2022,7279730,2808537,57.12,2260102,70.98,183.97,269,4012,1014,0.809,965632.0,24.4
USA,Oklahoma,4/26/2022,7281530,2809547,57.15,2261342,71,184.02,6758,3864,977,0.81,970178.0,24.52
USA,Oklahoma,4/27/2022,7284630,2809784,57.15,2261592,71.01,184.1,636,3840,970,0.81,970329.0,24.52
USA,Oklahoma,4/28/2022,,,,,,,,3003,759,,,
USA,Oklahoma,4/29/2022,7308230,2811286,57.2,2263194,71.05,184.69,,2897,732,0.808,974788.0,24.63
USA,Oklahoma,4/30/2022,7328730,2812501,57.23,2264468,71.08,185.21,7263,3293,832,0.807,979617.0,24.76
USA,Oklahoma,5/1/2022,7328730,2812725,57.23,2264685,71.08,185.21,557,3281,829,0.807,979735.0,24.76
USA,Oklahoma,5/2/2022,7328730,2812852,57.24,2264789,71.09,185.21,209,3273,827,0.807,979716.0,24.76
USA,Oklahoma,5/3/2022,7328830,2813745,57.26,2265850,71.11,185.21,5907,3151,796,0.808,983709.0,24.86
USA,Oklahoma,5/4/2022,7332130,2813956,57.27,2266090,71.11,185.3,602,3146,795,0.807,983862.0,24.86
USA,Oklahoma,5/5/2022,7342430,2815030,57.3,2267459,71.14,185.56,6125,3487,881,0.807,987664.0,24.96
USA,Oklahoma,5/6/2022,7349130,2815223,57.31,2267674,71.15,185.73,551,3031,766,0.806,987812.0,24.96
USA,Oklahoma,5/7/2022,7361530,2816270,57.34,2268920,71.17,186.04,6185,2877,727,0.806,991782.0,25.06
USA,Oklahoma,5/8/2022,7361530,2816453,57.34,2269098,71.18,186.04,465,2863,724,0.806,991887.0,25.07
USA,Oklahoma,5/9/2022,7361530,2816538,57.35,2269177,71.18,186.04,150,2855,722,0.806,991874.0,25.07
USA,Oklahoma,5/10/2022,7363330,2817404,57.37,2270224,71.2,186.09,5251,2761,698,0.807,995236.0,25.15
USA,Oklahoma,5/11/2022,,,,,,,,3153,797,,,
USA,Oklahoma,5/12/2022,7382430,2818658,57.41,2271666,71.23,186.57,,2756,696,0.805,999311.0,25.25
USA,Oklahoma,5/13/2022,7391530,2818911,57.42,2271932,71.24,186.8,674,2773,701,0.804,999469.0,25.26
USA,Oklahoma,5/14/2022,7406130,2820037,57.45,2273157,71.27,187.17,6768,2857,722,0.804,1003968.0,25.37
USA,Oklahoma,5/15/2022,7406130,2820168,57.45,2273250,71.27,187.17,267,2828,715,0.804,1004013.0,25.37
USA,Oklahoma,5/16/2022,7406130,2820377,57.45,2273425,71.28,187.17,379,2861,723,0.804,1004010.0,25.37
USA,Oklahoma,5/17/2022,7406530,2821243,57.48,2274357,71.3,187.18,5659,2919,738,0.805,1007903.0,25.47
USA,Oklahoma,5/18/2022,7409130,2821379,57.48,2274467,71.3,187.24,355,2492,630,0.804,1008014.0,25.47
USA,Oklahoma,5/19/2022,7418930,2822314,57.51,2275632,71.33,187.49,5511,2802,708,0.804,1011479.0,25.56
USA,Oklahoma,5/20/2022,7426230,2822579,57.52,2275911,71.33,187.67,626,2795,706,0.803,1011565.0,25.56
USA,Oklahoma,5/21/2022,7440430,2823622,57.55,2277043,71.36,188.03,6432,2747,694,0.803,1015862.0,25.67
USA,Oklahoma,5/22/2022,7440430,2823743,57.55,2277145,71.36,188.03,298,2751,695,0.803,1015939.0,25.67
USA,Oklahoma,5/23/2022,7440430,2823989,57.55,2277393,71.37,188.03,535,2774,701,0.803,1015984.0,25.68
USA,Oklahoma,5/24/2022,7443130,2824947,57.57,2278188,71.39,188.1,5820,2797,707,0.803,1020100.0,25.78
USA,Oklahoma,5/25/2022,7446730,2825307,57.58,2278520,71.4,188.19,875,2871,726,0.803,1020287.0,25.78
USA,Oklahoma,5/26/2022,7468730,2826252,57.6,2279402,71.42,188.75,5939,2932,741,0.801,1024454.0,25.89
USA,Oklahoma,5/27/2022,7478730,2826644,57.61,2279765,71.43,189,1007,2987,755,0.8,1024713.0,25.9
USA,Oklahoma,5/28/2022,,,,,,,,2316,585,,,
USA,Oklahoma,5/29/2022,,,,,,,,2522,637,,,
USA,Oklahoma,5/30/2022,,,,,,,,2693,681,,,
USA,Oklahoma,5/31/2022,7498030,2827960,57.65,2281024,71.47,189.49,,2110,533,0.799,1029137.0,26.01
USA,Oklahoma,6/1/2022,7499430,2828934,57.67,2281912,71.49,189.52,5399,2756,696,0.8,1032699.0,26.1
USA,Oklahoma,6/2/2022,7510530,2829476,57.68,2282366,71.51,189.81,2386,2249,568,0.799,1034122.0,26.13
USA,Oklahoma,6/3/2022,7512130,2829695,57.68,2282521,71.51,189.85,474,2173,549,0.799,1034216.0,26.14
USA,Oklahoma,6/4/2022,7529630,2830764,57.71,2283476,71.54,190.29,5493,2709,685,0.798,1037722.0,26.23
USA,Oklahoma,6/5/2022,7529630,2830918,57.71,2283592,71.54,190.29,370,2514,635,0.798,1037822.0,26.23
USA,Oklahoma,6/6/2022,7529630,2831049,57.71,2283663,71.55,190.29,183,2292,579,0.798,1037804.0,26.23
USA,Oklahoma,6/7/2022,7531130,2831900,57.73,2284445,71.57,190.33,4643,2707,684,0.798,1040830.0,26.3
USA,Oklahoma,6/8/2022,7533530,2832160,57.74,2284696,71.57,190.39,433,1997,505,0.798,1040761.0,26.3
USA,Oklahoma,6/9/2022,7551130,2832955,57.76,2285577,71.59,190.83,5115,2387,603,0.797,1044255.0,26.39
USA,Oklahoma,6/10/2022,7562130,2833158,57.77,2285766,71.6,191.11,516,2393,605,0.796,1044379.0,26.39
USA,Oklahoma,6/11/2022,7573530,2834054,57.79,2286698,71.62,191.4,5391,2379,601,0.795,1047979.0,26.48
USA,Oklahoma,6/12/2022,7574730,2834200,57.79,2286843,71.63,191.43,395,2382,602,0.795,1048084.0,26.49
USA,Oklahoma,6/13/2022,7574730,2834283,57.79,2286921,71.63,191.43,178,2382,602,0.795,1048101.0,26.49
USA,Oklahoma,6/14/2022,7578630,2834443,57.8,2287066,71.63,191.53,300,1761,445,0.795,1048098.0,26.49
USA,Oklahoma,6/15/2022,7581130,2835100,57.82,2287826,71.65,191.59,5033,2418,611,0.795,1051735.0,26.58
USA,Oklahoma,6/16/2022,7590030,2835321,57.82,2288009,71.65,191.81,666,1783,451,0.795,1051999.0,26.59
USA,Oklahoma,6/17/2022,,,,,,,,1986,502,,,
USA,Oklahoma,6/18/2022,,,,,,,,1494,378,,,
USA,Oklahoma,6/19/2022,,,,,,,,1714,433,,,
USA,Oklahoma,6/20/2022,,,,,,,,1966,497,,,
USA,Oklahoma,6/21/2022,,,,,,,,2201,556,,,
USA,Oklahoma,6/22/2022,7618830,2837702,57.88,2290220,71.71,192.54,,1759,445,0.793,1059140.0,26.77
USA,Oklahoma,6/23/2022,,,,,,,,1707,431,,,
USA,Oklahoma,6/24/2022,,,,,,,,1473,372,,,
USA,Oklahoma,6/25/2022,,,,,,,,1238,313,,,
USA,Oklahoma,6/26/2022,,,,,,,,1004,254,,,
USA,Oklahoma,6/27/2022,,,,,,,,770,195,,,
USA,Oklahoma,6/28/2022,,,,,,,,536,135,,,
USA,Oklahoma,6/29/2022,7695530,2841901,57.9,2291181,71.82,194.48,,301,76,0.785,1056255.0,26.69
USA,Oklahoma,6/30/2022,,,,,,,,489,124,,,
USA,Oklahoma,7/1/2022,,,,,,,,676,171,,,
USA,Oklahoma,7/2/2022,,,,,,,,864,218,,,
USA,Oklahoma,7/3/2022,,,,,,,,1051,266,,,
USA,Oklahoma,7/4/2022,,,,,,,,1239,313,,,
USA,Oklahoma,7/5/2022,,,,,,,,1426,360,,,
USA,Oklahoma,7/6/2022,7758930,2845002,57.96,2293544,71.9,196.08,,1614,408,0.78,1062190.0,26.84
USA,Oklahoma,7/7/2022,,,,,,,,1832,463,,,
USA,Oklahoma,7/8/2022,,,,,,,,2050,518,,,
USA,Oklahoma,7/9/2022,,,,,,,,2268,573,,,
USA,Oklahoma,7/10/2022,,,,,,,,2487,629,,,
USA,Oklahoma,7/11/2022,,,,,,,,2705,684,,,
USA,Oklahoma,7/12/2022,,,,,,,,2923,739,,,
USA,Oklahoma,7/13/2022,7804930,2849951,58.06,2297268,72.02,197.25,,3141,794,0.779,1075687.0,27.18
USA,Oklahoma,7/14/2022,,,,,,,,3183,804,,,
USA,Oklahoma,7/15/2022,,,,,,,,3224,815,,,
USA,Oklahoma,7/16/2022,,,,,,,,3266,825,,,
USA,Oklahoma,7/17/2022,,,,,,,,3307,836,,,
USA,Oklahoma,7/18/2022,,,,,,,,3349,846,,,
USA,Oklahoma,7/19/2022,,,,,,,,3390,857,,,
USA,Oklahoma,7/20/2022,7847330,2855404,58.17,2301672,72.16,198.32,,3432,867,0.778,1089984.0,27.55
USA,Oklahoma,7/21/2022,,,,,,,,3475,878,,,
USA,Oklahoma,7/22/2022,,,,,,,,3518,889,,,
USA,Oklahoma,7/23/2022,,,,,,,,3562,900,,,
USA,Oklahoma,7/24/2022,,,,,,,,3605,911,,,
USA,Oklahoma,7/25/2022,,,,,,,,3648,922,,,
USA,Oklahoma,7/26/2022,,,,,,,,3691,933,,,
USA,Oklahoma,7/27/2022,7920660,2860728,58.27,2305819,72.3,200.17,,3735,944,0.774,1106773.0,27.97
USA,Oklahoma,7/28/2022,,,,,,,,3618,914,,,
USA,Oklahoma,7/29/2022,,,,,,,,3501,885,,,
USA,Oklahoma,7/30/2022,,,,,,,,3384,855,,,
USA,Oklahoma,7/31/2022,,,,,,,,3268,826,,,
USA,Oklahoma,8/1/2022,,,,,,,,3151,796,,,
USA,Oklahoma,8/2/2022,,,,,,,,3034,767,,,
USA,Oklahoma,8/3/2022,7976760,2863385,58.32,2307736,72.36,201.59,,2917,737,0.771,1122666.0,28.37
USA,Oklahoma,8/4/2022,,,,,,,,2856,722,,,
USA,Oklahoma,8/5/2022,,,,,,,,2795,706,,,
USA,Oklahoma,8/6/2022,,,,,,,,2734,691,,,
USA,Oklahoma,8/7/2022,,,,,,,,2673,676,,,
USA,Oklahoma,8/8/2022,,,,,,,,2612,660,,,
USA,Oklahoma,8/9/2022,,,,,,,,2551,645,,,
USA,Oklahoma,8/10/2022,8023360,2867883,58.43,2312209,72.48,202.77,,2490,629,0.768,1131268.0,28.59
USA,Oklahoma,8/11/2022,,,,,,,,2347,593,,,
USA,Oklahoma,8/12/2022,,,,,,,,2205,557,,,
USA,Oklahoma,8/13/2022,,,,,,,,2063,521,,,
USA,Oklahoma,8/14/2022,,,,,,,,1921,485,,,
USA,Oklahoma,8/15/2022,,,,,,,,1778,449,,,
USA,Oklahoma,8/16/2022,,,,,,,,1636,413,,,
USA,Oklahoma,8/17/2022,8061460,2870719,58.49,2314420,72.55,203.73,,1494,378,0.766,1136760.0,28.73
USA,Oklahoma,8/18/2022,,,,,,,,1547,391,,,
USA,Oklahoma,8/19/2022,,,,,,,,1600,404,,,
USA,Oklahoma,8/20/2022,,,,,,,,1653,418,,,
USA,Oklahoma,8/21/2022,,,,,,,,1706,431,,,
USA,Oklahoma,8/22/2022,,,,,,,,1759,445,,,
USA,Oklahoma,8/23/2022,,,,,,,,1812,458,,,
USA,Oklahoma,8/24/2022,8096960,2874020,58.56,2317199,72.63,204.63,,1865,471,0.764,1143828.0,28.91
USA,Oklahoma,8/25/2022,,,,,,,,1792,453,,,
USA,Oklahoma,8/26/2022,,,,,,,,1719,434,,,
USA,Oklahoma,8/27/2022,,,,,,,,1645,416,,,
USA,Oklahoma,8/28/2022,,,,,,,,1572,397,,,
USA,Oklahoma,8/29/2022,,,,,,,,1499,379,,,
USA,Oklahoma,8/30/2022,,,,,,,,1425,360,,,
USA,Oklahoma,8/31/2022,8122060,2876411,58.62,2319387,72.69,205.26,,1352,342,0.763,1148804.0,29.03
USA,Oklahoma,9/1/2022,,,,,,,,1283,324,,,
USA,Oklahoma,9/2/2022,,,,,,,,1213,307,,,
USA,Oklahoma,9/3/2022,,,,,,,,1144,289,,,
USA,Oklahoma,9/4/2022,,,,,,,,1075,272,,,
USA,Oklahoma,9/5/2022,,,,,,,,1005,254,,,
USA,Oklahoma,9/6/2022,,,,,,,,936,237,,,
USA,Oklahoma,9/7/2022,8208460,2878043,58.65,2320862,72.73,207.44,,867,219,0.756,1151839.0,29.11
USA,Oklahoma,9/8/2022,,,,,,,,1105,279,,,
USA,Oklahoma,9/9/2022,,,,,,,,1343,339,,,
USA,Oklahoma,9/10/2022,,,,,,,,1582,400,,,
USA,Oklahoma,9/11/2022,,,,,,,,1820,460,,,
USA,Oklahoma,9/12/2022,,,,,,,,2058,520,,,
USA,Oklahoma,9/13/2022,,,,,,,,2297,580,,,
USA,Oklahoma,9/14/2022,8346360,2881525,58.74,2324194,72.82,210.93,,2535,641,0.745,1162834.0,29.39
USA,Oklahoma,9/15/2022,,,,,,,,2748,694,,,
USA,Oklahoma,9/16/2022,,,,,,,,2961,748,,,
USA,Oklahoma,9/17/2022,,,,,,,,3174,802,,,
USA,Oklahoma,9/18/2022,,,,,,,,3387,856,,,
USA,Oklahoma,9/19/2022,,,,,,,,3600,910,,,
USA,Oklahoma,9/20/2022,,,,,,,,3813,964,,,
USA,Oklahoma,9/21/2022,8423760,2885675,58.84,2328309,72.93,212.88,,4026,1017,0.742,1182753.0,29.89
USA,Oklahoma,9/22/2022,,,,,,,,4134,1045,,,
USA,Oklahoma,9/23/2022,,,,,,,,4242,1072,,,
USA,Oklahoma,9/24/2022,,,,,,,,4350,1099,,,
USA,Oklahoma,9/25/2022,,,,,,,,4458,1127,,,
USA,Oklahoma,9/26/2022,,,,,,,,4566,1154,,,
USA,Oklahoma,9/27/2022,,,,,,,,4674,1181,,,
